Cause,Count,Percentage,Cumulative_Percentage
"Unknown - Weather in area, line locked out from Etowah 6 to Paoli 7.  Sectionalized at Rosedale 30 and Paoli 7L..  Closed Etowah 6",1,0.01,89.74000000001155
Unknown - Weather in area line lockout.,1,0.01,89.75000000001155
"Unknown - Paoli1, 7 to Pauls Valley 7 Lockout, uknown",1,0.01,89.76000000001156
"Unknown - Paoli/Prairie 138kV Line line lockout, Unknown",1,0.01,89.77000000001156
Unknown - Clear Weather   Brad Kousmound stated crew found dead Snake on bottom of pole causing flash and trip of Maud Tap 10 to Park Lane 7,1,0.01,89.78000000001157
"Lightning - Trip and Reclose for Roland Road 8, VBI did not show to operate.",1,0.01,89.79000000001157
"Unknown - Clear weather, Showing an alarm on Scada that states Jensen WFEC TT Permission to TRIP, DCC reports no outage at OMEGA, No Alarms from El RENO. Received Dead Hot indications at Roman Nose during event . WFEC reports no trips at this time on their system and no work taking place at nearby substations.",1,0.01,89.80000000001158
Unknown - Possible Storms in the area,1,0.01,89.81000000001158
Unknown - 33.6 Miles from WFEC Canadian.,1,0.01,89.82000000001159
Unknown - Electromechanical; only MOS 121 and 41 opened.,1,0.01,89.8300000000116
Unknown - Gracemont 131 stayed open line hot from WFEC and from OGE Gracemont.,1,0.01,89.8400000000116
Failed AC Substation Equipment - DCC advises that the bank appears to have differentialed,1,0.01,89.8500000000116
"Unknown - see related disturbance entries for Chigley and Arbuckle  Chigley 9 did not operate , so no lights out on this line.",1,0.01,89.86000000001161
Unknown - see related report for Chigley PCB 11  line locked out,1,0.01,89.87000000001161
Unknown - See related disturbance report for Arbuckle PCB 6,1,0.01,89.88000000001162
Unknown - Technicians were unable to find any discrepancies.,1,0.01,89.89000000001163
Failed AC/DC Terminal Equipment - While removing PCB 9 to close T switches the bus voltage went to zero.  The restraint was lost on PCB 6.  PCB 6 opened up and reclosed.,1,0.01,89.90000000001163
Unknown - no weather in area.,1,0.01,89.91000000001164
Failed Protection System Equipment - Technician found broken insulator coming off PCB 8.,1,0.01,89.92000000001164
"Unknown - No DTF, AECC reported spike in amps on C phase at the time of the incident.",1,0.01,89.93000000001165
"Lightning - Trip and reclose, Severe weather in the area. Notified DCC & OMPA.",1,0.01,89.94000000001165
"Weather, excluding lightning - Storms in the area.  High wind reported.  Isolated  from Checotah 34 to Wells 38, multiple structures on the ground. Checotah energized @ 1950.  Tested from Warner to open Wells Tap, Porum energized @ 0111.  Wells & WFEC ONAPA energized @ 0350",1,0.01,89.95000000001166
"Unknown - No weather in the area. Notified DCC. Matt Weingartner in route to investigate.  Lee Olmstead and Matt Weingartner discovered a snake that affected ""A"" phase and rolled the lock out. They determined that the cap bank is good to return to normal service. After resetting the locks out Osage PCB C172 was closed by scada at 01:11.  Target of 87A.",1,0.01,89.96000000001166
Unknown - No weather in area.  No targets on SCADA.,1,0.01,89.97000000001167
Unknown - Weather moving through the area.,1,0.01,89.98000000001167
"Other - DCC was replacing fuses on the Emahaka line, when placing back in service, blew and relayed the Fixico 10 to Maud Tap 7 69kV Line section",1,0.01,89.99000000001168
Unknown - Found snake on transformer,1,0.01,90.00000000001168
"Foreign Interference - Found Snake on ground, nothing else found",1,0.01,90.01000000001169
Unknown - Roland Road 8 is only breaker that operated  There was a distribution fault at Muldrow  Possibly miss operated for fault on distribution,1,0.01,90.02000000001169
Unknown - Developing weather in the area,1,0.01,90.0300000000117
Unknown - Cap at Little River was opened shortly before event.,1,0.01,90.0400000000117
Unknown - Developing weather in area,1,0.01,90.0500000000117
Other - WFEC reported a fault on their system.,1,0.01,90.06000000001171
Failed Protection System Equipment - Sooner unit 2 had tripped apx 42 minutes prior to this line tripping.,1,0.01,90.07000000001172
Other - BFP Issues.,1,0.01,90.08000000001172
Foreign Interference -  Skullyville OMPA Tap / Panama Tap 69kV line section has a burnt jumper 3 miles from Skullyville OMPA Tap located near the intersection of Hwy 271 & Hwy 59. This will be switched out under S0978.,1,0.01,90.09000000001173
Failed Protection System Equipment - Mustang 119 breaker Failure lockout failed,1,0.01,90.10000000001173
Failed Protection System Equipment - Mustang 119 Breaker Fail lockout relay failed,1,0.01,90.11000000001174
Unknown - T127 @ Jollyville opened to sectionalize the line. Was reclosed at 0923,1,0.01,90.12000000001174
"Weather, excluding lightning - Weather in Area Warner 83 was already opened for Five Tribes to Warner outage",1,0.01,90.13000000001175
Unknown - Brown 111 is open due to S0792. No weather reported in area.,1,0.01,90.14000000001175
Unknown - clear weather - see related entry for Forest Hill to Maud,1,0.01,90.15000000001176
Human Error - clear weather - see related Forest Hill to Inglewood to Horseshoe,1,0.01,90.16000000001176
Unknown - No known inclement weather in area.,1,0.01,90.17000000001177
Unknown - Operated and closed back.  NO DTF,1,0.01,90.18000000001177
Unknown - Both breakers at PSO Earlsboro opened and closed back as did Maud Tap PCB 111.  DTF from Earlsboro was 8.4 miles.  DTF from Maud Tap was 6.6 miles.  It is on their line.,1,0.01,90.19000000001178
Unknown - VBI PCB 186 was already opened for congestion management,1,0.01,90.20000000001178
"EI voltage and frequency oscillation at 0.24 Hz, Duration 0:09:04",1,0.01,90.21000000001179
Failed AC Substation Equipment - Arcadia to Chitwood didn't operate due to Chitwood 136 to Jones Tap 137 open S0769.   Acorn 133 opened  allowing HSL 108 & 181 to close leaving Memorial 107 to go thru reclosing & lock out.  Bryant  138/12.5 KV Transformer Bank 2 Lightning Arrestor bad.  DTF shows 3 miles.,1,0.01,90.2200000000118
"Unknown - No weather in the area, Notified DCC & WFEC. Trip and reclose.",1,0.01,90.2300000000118
"Lightning - Severe weather in the area, Notified DCC",1,0.01,90.2400000000118
"Lightning - Trip and reclose. Severe weather in the area, Notified DCC.",1,0.01,90.25000000001181
"Lightning - Trip and reclose. Severe weather in the area, Notified DCC, PSO & OMPA. PSO closed PSO Weleekta 61A at 09:45 6/23/19.",1,0.01,90.26000000001181
"Lightning - Trip and reclose, Severe weather in the area, DCC Notified.",1,0.01,90.27000000001182
"Weather, excluding lightning - Heavy storms in area  Division Ave did not operate.",1,0.01,90.28000000001182
"Weather, excluding lightning - Heavy storms in area.  60-70 mph winds reported.  Reported that poles are down between Lone Oak and Northwest.  Northwest 112 69G on the primary reported but not the checklist.",1,0.01,90.29000000001183
"Unknown - Cleo Corner 107 operated three times before closing, WFEC -Mooreland also operated these appear to be a misop",1,0.01,90.30000000001183
Unknown - no apparent weather in area.  DTR .9 miles from Inglewood and 9.2 miles from Rock Creek.  Shane Storie patrolled line show no issues.,1,0.01,90.31000000001184
Vegetation - Tree down on line outside of Helberg. Tree crew was nearby and removed.,1,0.01,90.32000000001185
Failed AC Circuit Equipment - Broken crossarm,1,0.01,90.33000000001185
Foreign Interference - Metal sheet on line from Tarby to Cavanal Mt.,1,0.01,90.34000000001186
Failed AC Circuit Equipment - DTF 24 miles from Spring Creek. Floating shield wire on line.,1,0.01,90.35000000001186
Unknown - This fault measures out to frame / pole 11/8.,1,0.01,90.36000000001187
Unknown - line locked out,1,0.01,90.37000000001187
"Unknown - Clear weather, crews patrolled and did not find anything; Etowah MOSs swapped as designed",1,0.01,90.38000000001188
"Unknown - Maud Tap 108 to Seminole 107/187 tripped and reclosed, no known reason",1,0.01,90.39000000001188
Unknown - DTF shows 4.1 miles from Honey Creek.  No adverse weather indicated in the area.,1,0.01,90.40000000001189
Unknown - NO weather in the area. Notified DCC and AVEC of trip and reclose.,1,0.01,90.41000000001189
Unknown - Notified WFEC and DCC.  DCC suspects broken pole on WFEC Helena line.    Note: Knobhill 9 failed to reclose after operation.,1,0.01,90.4200000000119
"Unknown - Clear weather, DTF showed to be around river crossing, requested Jimmy Combs to patrol. Line was flown twice and also the area near the river crossing was patrolled from the ground. No issues found.     Hollywood mis-operated during this event, see other disturbance report.",1,0.01,90.4300000000119
Failed Protection System Equipment - Tripped at the same time as Cedar Lane/Paoli/WFEC Canadian. Did not see Wilkinson operate. OU Gen reports a TT was sent to them and they were knocked offline.,1,0.01,90.4400000000119
Failed AC Circuit Equipment - Chickasaw / Ardmore 69kv line has tripped open due to a persistent fault.   No Load off. No weather in the area. Personnel in route to investigate.   Case study indicates NO contingencies issues associated with this outage.  No mitigation plan needed at this time.    Notified SPP & DCC.  Outage entered into the TCC OPS Log.  Unknown return time or date for this outage.   DTF shows 3.3 miles from Ardmore. Greg states broken cross arm at pole 35 - easy access.  Notified Jimmy Combs - Herschel on way.,1,0.01,90.45000000001191
"Failed AC Circuit Equipment - Had a single breaker operation and reclose, no targets, approx 10 sec open at Shawnee PCB 6.  DCC did not see any operations.  Approx 2 hrs later, it was reported that the Mcloud Tap/Sinclair Panova Tap 69kv line section had a broken cross arm and the line was approx 1' off the ground with a phone cable wrapped around it, which was touching the ground.  Line section was switched out at 02:47 am on 05/13/19 for repair.",1,0.01,90.46000000001192
Lightning - Severe weather in the area. Notified DCC of trip and reclose.       Allen Pickens reports that the only targets at Bell Isle were on the Backup and were Trip and Time. he stated there were readings in both of the relays indicating a fault and high fault current but no other targets found.  Allen advised he would be contacting his supervisor. Supervisor advised they would be downloading the relays and contacting system protection.    No targets or counters at Western except for MOS 132 on the Classen line.,1,0.01,90.47000000001192
Unknown - Sever weather is in the area. SPS did not report any targets on their end. SPS also indicated that relay tech were onsite in the 138 section.,1,0.01,90.48000000001193
"Weather, excluding lightning - Weather and lightning in the area",1,0.01,90.49000000001193
Lightning - actual originator of report unknown,1,0.01,90.50000000001194
"Weather, excluding lightning - trip, close then went to lockout, shows 35 miles from Spring Creek.  found broken cross arm between Morrison Tap and Cow Creek. fixed 5/08/2019",1,0.01,90.51000000001194
"Weather, excluding lightning - Weather in area    0001 Sooner/Stillwater/Cow Creek 138kV Line relayed to lockout. Load off at Morrison Tap. Weather in the area, CA ran with no contingencies, notified DCC and SPP RC. Field personnel have been dispatched to sectionalize. Fault isolated between Cow Creek and Morrison Tap. Notified Jimmy Combs. CROW # 223696. UPDATE: Jimmy Combs found a broken structure and said he will be able to get it fixed by 5/8/19. Switched out under S0661",1,0.01,90.52000000001195
"Weather, excluding lightning - Storms in area, trip and reclose,",1,0.01,90.53000000001195
Failed AC Circuit Equipment - On 5/5/19 at 0423 Sunnyside/PSO Terry Rd 345kV Line tripped open and locked out. -There is no load off. -DCC and the SPP RC has been notified. -CA Ran with no new contingencies. -PSO has dispatched personnel out to investigate. -PSO will create the Crow# PSO found the sleeve that came apart and needs to be repaired. We switched the line out under S0659 and issued PSO a clearance to make the repairs.,1,0.01,90.54000000001196
"Weather, excluding lightning - SPA indicated they tripped and reclosed as well.",1,0.01,90.55000000001196
Lightning - Nothing tripped on SPA Brown side but Russet 107 did trip,1,0.01,90.56000000001197
Failed Protection System Equipment - SPA did not trip but Colbert 109 did trip,1,0.01,90.57000000001197
"Weather, excluding lightning - Rocky Point 82 did not operate. Rocky Point 83 failed to close and instantly went into alarm.  Rocky Point 83 had bad trip coil. Bad coil replaced",1,0.01,90.58000000001198
"Weather, excluding lightning - DTF Tryon indicates 22.8/22.9",1,0.01,90.59000000001198
"Unknown - No DTF indicated at Foundation  No DTF indicated at Russet   DTF indicated at Rocky Point 5.6 (RockyPoint/Foudation),",1,0.01,90.60000000001199
